epoch,train_total_loss,train_ce_loss,train_contrastive_loss,validation_auc,validation_f1,ensemble_weight_1,ensemble_weight_2
25,0.10101939331401479,0.016890110236338594,2.8043094981800425,0.9907120743034056,0.9565217391304348,0.4852229952812195,0.5147770643234253
26,0.11043184860186143,0.02553826382129707,2.8297861489382656,0.9907120743034056,0.9565217391304348,0.4853237569332123,0.5146762132644653
27,0.09995228526267139,0.01573719232427803,2.8071698492223565,0.9927760577915377,0.9705882352941176,0.4853236675262451,0.5146763324737549
28,0.09964867139404471,0.015509511259469118,2.8046387542377818,0.9932920536635707,0.9428571428571428,0.4854089319705963,0.5145910978317261
29,0.10299243845722893,0.018117320998995143,2.829170595515858,0.9938080495356038,0.9428571428571428,0.4855927526950836,0.514407217502594
30,0.09641641446135261,0.012347932449880649,2.802282788536765,0.9901960784313726,0.9705882352941176,0.48574596643447876,0.5142540335655212
31,0.09938386759974739,0.014805290004005656,2.8192859996448862,0.9891640866873065,0.9705882352941176,0.48583322763442993,0.5141667723655701
32,0.09548022259365428,0.010916234713725069,2.818799625743519,0.9891640866873065,0.9565217391304348,0.48601555824279785,0.5139843821525574
33,0.09548019075935538,0.011592226102948189,2.7962655370885674,0.9896800825593396,0.9565217391304348,0.4862559139728546,0.513744056224823
34,0.0948358184911988,0.01095931089102206,2.7958835905248467,0.9896800825593395,0.9565217391304348,0.48638495802879333,0.5136150121688843
35,0.08990599147298119,0.006324398109096695,2.78605318069458,0.9896800825593395,0.9565217391304348,0.4864789843559265,0.5135210752487183
36,0.0984069826928052,0.01434960228454491,2.801912784576416,0.9896800825593395,0.9565217391304348,0.48653513193130493,0.5134648084640503
37,0.09493059461767023,0.010830653677906164,2.803331331773238,0.9912280701754386,0.9705882352941176,0.48666152358055115,0.5133385062217712
38,0.10166171328587965,0.017163329628105697,2.816612807187167,0.9932920536635707,0.9565217391304348,0.48689088225364685,0.5131090879440308
39,0.09725167263637889,0.013253998815674673,2.7999224879524927,0.9907120743034056,0.9565217391304348,0.48685404658317566,0.513145923614502
40,0.09171410717747429,0.008093147424832832,2.7873653932051226,0.9907120743034056,0.9565217391304348,0.4868538975715637,0.5131461024284363
41,0.09974505413662303,0.015914598765613682,2.7943485433405097,0.9907120743034056,0.9705882352941176,0.48699459433555603,0.5130054354667664
42,0.10255257243459875,0.01841423263117163,2.8046114444732666,0.9963880288957689,0.9428571428571428,0.4870295226573944,0.512970507144928
43,0.0989784828641198,0.015085286735980348,2.7964399511163887,0.9958720330237358,0.9565217391304348,0.48690468072891235,0.5130952596664429
44,0.09039719673720273,0.007099154479378326,2.776601466265592,0.9927760577915377,0.9850746268656716,0.48684871196746826,0.5131512880325317
45,0.09055850383910266,0.007491010463457893,2.7689164985309946,0.9927760577915377,0.9850746268656716,0.4869213104248047,0.5130786895751953
46,0.1095310855995525,0.025198585115669466,2.8110834901983086,0.9927760577915377,0.9565217391304348,0.4867663085460663,0.5132337212562561
47,0.0872510014609857,0.004189042350679467,2.768732049248435,0.9943240454076367,0.9705882352941176,0.4865780174732208,0.5134219527244568
48,0.10023816539482637,0.016194764572322707,2.8014467629519375,0.9948400412796699,0.9428571428571428,0.4867343604564667,0.5132656693458557
49,0.09763113273815675,0.013676746991801669,2.798479600386186,0.9948400412796697,0.9565217391304348,0.4869769811630249,0.5130230188369751
50,0.09260175918990915,0.00938224854921414,2.7739837169647217,0.9922600619195048,0.9428571428571428,0.4871404767036438,0.512859582901001
51,0.09735112434083765,0.013252294146117161,2.8032944202423096,0.9912280701754386,0.9428571428571428,0.4872375726699829,0.5127623677253723
52,0.09296152605251833,0.009244854075156829,2.790555780584162,0.9907120743034056,0.9428571428571428,0.4873139262199402,0.512686014175415
