window_days,epoch,train_total_loss,train_mse_loss,train_contrastive_loss,validation_MAE,validation_RMSE,validation_SMAPE,validation_R2,ensemble_weight_1,ensemble_weight_2
3,23,19.131484985351562,19.048293113708496,4.159592838287353,4.089518070220947,4.973904029856001,54.44002151489258,0.5547294616699219,0.4848734438419342,0.5151265859603882
3,24,19.975653953552246,19.89261859893799,4.15177354812622,4.188220500946045,5.102527381117011,60.809783935546875,0.5314026474952698,0.4841616749763489,0.5158383846282959
3,25,20.182568588256835,20.097695198059082,4.243666791915894,4.332842826843262,5.3165129819718855,61.261634826660156,0.49127525091171265,0.48299774527549744,0.517002284526825
3,26,19.69938430786133,19.615908012390136,4.173806886672974,4.091079235076904,4.98084251048533,55.7481689453125,0.5534863471984863,0.483122318983078,0.5168777108192444
3,27,19.08297504425049,19.00131488800049,4.08300443649292,4.038086414337158,4.93355373629112,53.007869720458984,0.5619245767593384,0.48259004950523376,0.5174099206924438
3,28,19.413480987548827,19.33245113372803,4.051485195159912,4.262855052947998,5.09887923847245,60.637779235839844,0.5320724844932556,0.48263227939605713,0.5173677802085876
3,29,18.88271873474121,18.798121032714842,4.229885139465332,4.315121650695801,5.2417595997119015,59.15424728393555,0.5054806470870972,0.48191964626312256,0.5180803537368774
3,30,18.020307655334474,17.93919864654541,4.055444202423096,4.094581604003906,5.009008684287498,55.26469802856445,0.54842209815979,0.4816755950450897,0.5183243751525879
3,31,17.8813232421875,17.799792060852052,4.076572017669678,4.134737014770508,5.054326558971203,51.41517639160156,0.5402140617370605,0.4816969633102417,0.5183030366897583
3,32,17.865065498352052,17.78373851776123,4.066347465515137,4.162782192230225,5.084850751848976,54.12043762207031,0.5346437692642212,0.48104560375213623,0.5189543962478638
3,33,17.931102714538575,17.849700508117675,4.070099954605102,4.241644859313965,5.132002349971908,56.4564208984375,0.5259733200073242,0.4809200167655945,0.5190799236297607
3,34,17.729767265319825,17.647801132202147,4.098314332962036,4.403441905975342,5.294192374705572,62.046390533447266,0.4955378770828247,0.48046621680259705,0.5195338129997253
3,35,16.50659942626953,16.427490921020507,3.9554240894317627,4.2346014976501465,5.115304475226043,57.71132278442383,0.5290529131889343,0.4807075560092926,0.519292414188385
3,36,16.94621337890625,16.865627517700194,4.029297218322754,4.230642795562744,5.16246462756732,57.37388229370117,0.5203291773796082,0.47997531294822693,0.5200247168540955
3,37,16.438108863830568,16.358318672180175,3.9895122814178468,4.3590874671936035,5.320125358079788,58.39295196533203,0.4905836582183838,0.47940728068351746,0.5205926895141602
3,38,16.000705795288084,15.92059555053711,4.005512742996216,4.32139253616333,5.299419140924897,55.69441223144531,0.4945412874221802,0.47913873195648193,0.5208612680435181
3,39,16.29298080444336,16.214673385620117,3.9153709983825684,4.16417121887207,5.063961618672739,55.83430099487305,0.538459300994873,0.4794791042804718,0.5205208659172058
3,40,16.435295944213866,16.35796573638916,3.866522207260132,4.342109680175781,5.2651796237485495,58.36501693725586,0.5010517239570618,0.47884491086006165,0.5211551189422607
3,41,15.513050117492675,15.434606094360351,3.922210416793823,4.670532703399658,5.646267507077097,64.39790344238281,0.42621123790740967,0.4786161780357361,0.5213838219642639
3,42,16.565168113708495,16.486874771118163,3.914668569564819,4.346858024597168,5.302069983125179,58.766197204589844,0.4940354824066162,0.47840380668640137,0.5215961933135986
3,43,15.434115562438965,15.35653778076172,3.8788859748840334,4.298782825469971,5.283561065450899,57.34367370605469,0.49756181240081787,0.4783841371536255,0.5216158628463745
3,44,14.993215637207031,14.914914169311523,3.915073709487915,4.316064834594727,5.284290950564676,56.85104751586914,0.497422993183136,0.4786037504673004,0.521396279335022
3,45,15.146970176696778,15.070158653259277,3.8405785846710203,4.496554851531982,5.530251967913694,60.58701705932617,0.449548602104187,0.478292852640152,0.5217071771621704
3,46,15.843534507751464,15.76702796936035,3.825324125289917,4.55650520324707,5.570665859233919,62.459815979003906,0.4414740800857544,0.47811612486839294,0.5218839645385742
3,47,14.890527267456054,14.813527526855468,3.8499860191345214,4.399242877960205,5.379540410885361,59.15916442871094,0.47914183139801025,0.4776594638824463,0.5223405361175537
3,48,14.733989791870117,14.655773544311524,3.910816078186035,4.3175764083862305,5.298911994245036,56.83997344970703,0.49463802576065063,0.47769778966903687,0.5223022103309631
3,49,14.931937942504883,14.85485912322998,3.853938856124878,4.216671466827393,5.157227394639916,56.062801361083984,0.5213018655776978,0.47724559903144836,0.522754430770874
3,50,14.522269401550293,14.445234107971192,3.851762924194336,4.314733982086182,5.352730683402909,54.81177520751953,0.4843204617500305,0.47694116830825806,0.5230588912963867
3,51,14.554145011901856,14.47711488723755,3.8515026473999026,4.417304992675781,5.446555828957344,59.05801773071289,0.466083824634552,0.47680601477622986,0.5231940150260925
