window_days,epoch,train_total_loss,train_mse_loss,train_contrastive_loss,validation_MAE,validation_RMSE,validation_SMAPE,validation_R2,ensemble_weight_1,ensemble_weight_2
14,1,141.12733268737793,141.0586617787679,3.4335787196954093,9.694987297058105,11.886594873861585,130.92080688476562,-1.5908281803131104,0.4936179220676422,0.5063820481300354
14,2,89.90063015619914,89.83197832107544,3.432582507530848,5.751655578613281,7.103808829355785,60.38170623779297,0.0746496319770813,0.4913964569568634,0.508603572845459
14,3,55.88583278656006,55.81716386477152,3.4334535598754883,5.010727405548096,6.158388957115257,54.22093963623047,0.30456286668777466,0.4921191930770874,0.5078808665275574
14,4,45.81993277867635,45.75129000345866,3.432135979334513,4.664151668548584,5.967106937524869,51.07039260864258,0.34709304571151733,0.49479734897613525,0.5052026510238647
14,5,42.60785412788391,42.53893804550171,3.4457827111085257,4.624361991882324,5.935355672615519,53.562164306640625,0.3540228605270386,0.49554282426834106,0.5044571757316589
14,6,41.6565617720286,41.587247371673584,3.4657355646292367,4.50822639465332,5.774167893476994,53.630645751953125,0.38863229751586914,0.4944887161254883,0.5055113434791565
14,7,38.49916394551595,38.428770542144775,3.5196658770243325,4.279188632965088,5.480147686102905,52.748680114746094,0.44930875301361084,0.4948033392429352,0.5051966309547424
14,8,36.00405780474345,35.93289987246195,3.5578937331835427,4.1493611335754395,5.29043088084792,55.07190704345703,0.4867774248123169,0.4949047863483429,0.5050951838493347
14,9,30.461986144383747,30.389472524325054,3.6256954073905945,3.808624505996704,4.732470843935152,56.73173522949219,0.5893237590789795,0.4959922134876251,0.5040078163146973
14,10,26.709237376848858,26.633909543355305,3.7664007345835366,3.583801507949829,4.405143653008117,55.706275939941406,0.6441689729690552,0.49561378359794617,0.5043862462043762
14,11,24.009524544080097,23.931358416875202,3.9083106418450675,3.650583267211914,4.499039229507503,62.955535888671875,0.6288382411003113,0.49447545409202576,0.5055245161056519
14,12,22.577672243118286,22.50122857093811,3.822165071964264,3.7779247760772705,4.68051950130795,70.97032165527344,0.5982908010482788,0.4941960275173187,0.5058039426803589
14,13,23.08216706911723,23.003771424293518,3.919784406820933,3.7470436096191406,4.662141081466859,68.91001892089844,0.6014392375946045,0.49367737770080566,0.5063226222991943
14,14,21.037850777308147,20.958495219548542,3.967780868212382,3.557706832885742,4.39338005755001,62.874542236328125,0.6460668444633484,0.49291110038757324,0.5070888996124268
14,15,20.752539436022442,20.67147382100423,4.053284426530202,3.423454523086548,4.1685212903288384,59.026329040527344,0.6813691854476929,0.4930020868778229,0.5069980025291443
14,16,19.80348785718282,19.72397232055664,3.9757773776849112,3.399953842163086,4.1127945629244955,59.22844314575195,0.6898314952850342,0.4928338825702667,0.5071661472320557
14,17,19.963154474894207,19.88256784280141,4.0293359359105425,3.3671939373016357,4.19485465451543,52.76902389526367,0.6773308515548706,0.49175941944122314,0.5082406401634216
14,18,19.351752996444702,19.27191726366679,3.9917911291122437,3.5001213550567627,4.115767116308754,61.12405776977539,0.6893829703330994,0.49202749133110046,0.5079725384712219
14,19,20.07637627919515,19.994178970654804,4.10987510283788,3.5260281562805176,4.2060704457926885,62.78829574584961,0.6756030321121216,0.49135372042655945,0.5086462497711182
14,20,18.92802349726359,18.84280514717102,4.2609167993068695,3.3095688819885254,4.012225779257114,48.5025749206543,0.7048149108886719,0.4910888075828552,0.5089111924171448
14,21,18.50682540734609,18.423576792081196,4.162426243225734,3.4738495349884033,4.239914539843436,58.34972381591797,0.6703615188598633,0.49057453870773315,0.5094255208969116
14,22,17.565253098805744,17.482245643933613,4.150374134381612,3.257730484008789,3.944540359930805,50.549842834472656,0.7146903276443481,0.4908409118652344,0.5091590881347656
14,23,16.7480312983195,16.663034478823345,4.249839693307877,3.1561853885650635,3.8832329689339558,43.95397186279297,0.7234901785850525,0.49036404490470886,0.5096359252929688
14,24,18.01005478700002,17.926207780838013,4.192345877488454,3.133275032043457,3.789070050733456,43.4891471862793,0.7367375493049622,0.4902799725532532,0.5097200274467468
14,25,16.286269903182983,16.201985001564026,4.214237531026204,3.3859660625457764,4.014834315015548,52.955841064453125,0.7044309377670288,0.4898938238620758,0.5101062059402466
14,26,16.193622450033825,16.112293481826782,4.0664543608824415,3.099921941757202,3.7408726558430034,41.721031188964844,0.7433924078941345,0.4902319014072418,0.5097681283950806
14,27,16.323998669783276,16.24132893482844,4.133479565382004,3.0325913429260254,3.6968494146756368,39.63144302368164,0.7493964433670044,0.4896209239959717,0.5103790760040283
14,28,15.178036650021872,15.09579082330068,4.112293640772502,3.05461049079895,3.8619620729438093,41.25218200683594,0.7265111207962036,0.48890525102615356,0.5110948085784912
