variant,epoch,train_total_loss,train_mse_loss,train_contrastive_loss,validation_MAE,validation_RMSE,validation_SMAPE,validation_R2,ensemble_weight_1,ensemble_weight_2
Single_Head_No_Ensemble,20,21.927835807800292,21.844545364379883,4.164508457183838,3.6585068702697754,4.4661462841274675,63.05645751953125,0.6409037113189697,1.0,0.0
Single_Head_No_Ensemble,21,21.007829360961914,20.92691997528076,4.045467567443848,3.5910820960998535,4.369069248481015,59.64340591430664,0.6563447713851929,1.0,0.0
Single_Head_No_Ensemble,22,20.701243896484375,20.622306938171388,3.946848888397217,3.7575762271881104,4.578413710099829,65.30509948730469,0.6226232647895813,1.0,0.0
Single_Head_No_Ensemble,23,20.538642902374267,20.460662517547608,3.899006414413452,3.5279619693756104,4.289205468857507,56.8213996887207,0.6687935590744019,1.0,0.0
Single_Head_No_Ensemble,24,19.614164886474608,19.5344299697876,3.986740093231201,4.0388264656066895,4.938949565326405,69.59980010986328,0.560848593711853,1.0,0.0
Single_Head_No_Ensemble,25,19.66751106262207,19.58702877044678,4.024114904403686,3.924283742904663,4.770107475045644,66.9697036743164,0.5903608798980713,1.0,0.0
Single_Head_No_Ensemble,26,19.367776107788085,19.2887557220459,3.951013298034668,3.7764623165130615,4.504971195514141,62.81035614013672,0.6346331834793091,1.0,0.0
Single_Head_No_Ensemble,27,19.456595611572265,19.377193603515625,3.970101585388184,3.7659430503845215,4.586533255928628,63.125003814697266,0.6212835311889648,1.0,0.0
Single_Head_No_Ensemble,28,18.132273979187012,18.05347038269043,3.940179805755615,3.9738287925720215,4.973812379409912,60.089691162109375,0.5546270608901978,1.0,0.0
Single_Head_No_Ensemble,29,19.20035125732422,19.11905170440674,4.064981851577759,3.5232443809509277,4.199801921714955,55.005775451660156,0.682456910610199,1.0,0.0
Single_Head_No_Ensemble,30,17.503660621643068,17.426468563079833,3.859609441757202,3.612157106399536,4.406449117287319,57.72650909423828,0.6504393219947815,1.0,0.0
Single_Head_No_Ensemble,31,17.629930152893067,17.552194480895995,3.8867751121520997,3.5705161094665527,4.320003229422598,54.50476837158203,0.6640201807022095,1.0,0.0
Single_Head_No_Ensemble,32,17.861052169799805,17.784268379211426,3.8391791439056395,3.894862651824951,4.7755469922635445,59.83885955810547,0.5894261002540588,1.0,0.0
Single_Head_No_Ensemble,33,17.714167022705077,17.637813110351562,3.817698612213135,3.3596787452697754,4.104351730176155,48.210845947265625,0.6967266798019409,1.0,0.0
Single_Head_No_Ensemble,34,17.489450302124023,17.412141571044923,3.8654393196105956,3.4911534786224365,4.364494571678482,52.25973129272461,0.6570640802383423,1.0,0.0
Single_Head_No_Ensemble,35,17.515076026916503,17.438979263305665,3.8048343086242675,3.506626605987549,4.4036195086100856,49.82822799682617,0.6508880853652954,1.0,0.0
Single_Head_No_Ensemble,36,18.033963718414306,17.9574054145813,3.827917900085449,4.148990154266357,5.036658939546674,67.18194580078125,0.5433008670806885,1.0,0.0
Single_Head_No_Ensemble,37,17.783597145080567,17.70482089996338,3.9388096809387205,3.7477338314056396,4.61560361905011,58.548606872558594,0.6164675951004028,1.0,0.0
Single_Head_No_Ensemble,38,15.943972244262696,15.8656640625,3.915412178039551,3.6955666542053223,4.591641519596497,54.24508285522461,0.6204394698143005,1.0,0.0
Single_Head_No_Ensemble,39,16.418834609985353,16.343704528808594,3.7564988040924074,3.64524245262146,4.586849089550745,53.420894622802734,0.6212313771247864,1.0,0.0
Single_Head_No_Ensemble,40,15.871781158447266,15.794794254302978,3.8493435382843018,3.7252001762390137,4.668239033427677,53.42536163330078,0.607670247554779,1.0,0.0
Single_Head_No_Ensemble,41,15.430933513641357,15.35545446395874,3.7739476203918456,3.606191873550415,4.583177089917957,50.048702239990234,0.6218376159667969,1.0,0.0
Single_Head_No_Ensemble,42,14.273004646301269,14.19937313079834,3.681583423614502,3.7153561115264893,4.702609113109777,52.12217712402344,0.6018718481063843,1.0,0.0
Single_Head_No_Ensemble,43,15.024490852355957,14.949589347839355,3.745084037780762,3.4547247886657715,4.365162934608365,47.967037200927734,0.656959056854248,1.0,0.0
Single_Head_No_Ensemble,44,14.359593372344971,14.285380573272706,3.710643939971924,4.171473026275635,5.273067297480176,58.55925750732422,0.4994220733642578,1.0,0.0
Single_Head_No_Ensemble,45,15.154583473205566,15.079531917572021,3.752579050064087,3.758136749267578,4.756772283082362,52.073062896728516,0.5926480293273926,1.0,0.0
Single_Head_No_Ensemble,46,14.601665534973144,14.527935771942138,3.6864757537841797,3.588944435119629,4.615020501617157,47.565223693847656,0.6165645122528076,1.0,0.0
Single_Head_No_Ensemble,47,13.633725357055663,13.56028034210205,3.672253704071045,3.390122890472412,4.3152667030138065,46.03120803833008,0.6647565364837646,1.0,0.0
Single_Head_No_Ensemble,48,13.060424194335937,12.986053085327148,3.7185527801513674,3.958728790283203,5.014480983237448,54.7652473449707,0.5473140478134155,1.0,0.0
Single_Head_No_Ensemble,49,13.611600303649903,13.537009105682372,3.7295639419555666,3.3780319690704346,4.2878692023127964,48.32770919799805,0.6689999103546143,1.0,0.0
Single_Head_No_Ensemble,50,12.982387676239014,12.909470233917236,3.645872793197632,3.4356393814086914,4.403144553731977,46.639678955078125,0.6509634256362915,1.0,0.0
Single_Head_No_Ensemble,51,12.682810668945313,12.609647922515869,3.6581368446350098,3.8141820430755615,4.8578581083014996,56.936954498291016,0.5751508474349976,1.0,0.0
Single_Head_No_Ensemble,52,12.243060150146484,12.168644962310792,3.720751876831055,3.6943721771240234,4.688869632261567,52.055519104003906,0.6041948795318604,1.0,0.0
Single_Head_No_Ensemble,53,12.168868789672851,12.094412746429443,3.7227987670898437,3.8393752574920654,4.955583702220347,51.29765701293945,0.5578855276107788,1.0,0.0
Single_Head_No_Ensemble,54,11.457571239471436,11.384516716003418,3.652728443145752,3.638108968734741,4.658565278440478,50.90021514892578,0.6092945337295532,1.0,0.0
Single_Head_No_Ensemble,55,10.840656414031983,10.766887149810792,3.688466911315918,3.5871973037719727,4.594856596027946,50.0673713684082,0.6199077367782593,1.0,0.0
Single_Head_No_Ensemble,56,11.076019115447998,11.003294315338135,3.636239252090454,3.614291191101074,4.632523062865259,50.70153045654297,0.6136505603790283,1.0,0.0
Single_Head_No_Ensemble,57,11.782478199005126,11.70918914794922,3.664450988769531,3.662029981613159,4.7395973736341945,50.048011779785156,0.5955843329429626,1.0,0.0
Single_Head_No_Ensemble,58,10.802394008636474,10.729362773895264,3.6515633487701415,3.508514642715454,4.522990519258767,49.40849304199219,0.6317044496536255,1.0,0.0
Single_Head_No_Ensemble,59,10.730119590759278,10.65742691040039,3.634631423950195,3.541041135787964,4.51629549216326,50.145469665527344,0.6327940225601196,1.0,0.0
Single_Head_No_Ensemble,60,10.589658946990967,10.516218700408935,3.672011680603027,3.5654680728912354,4.57495298934714,48.1278190612793,0.6231935024261475,1.0,0.0
Single_Head_No_Ensemble,61,10.186651344299316,10.113335552215576,3.665791940689087,3.754356861114502,4.7826687571557605,52.06244659423828,0.588200569152832,1.0,0.0
Single_Head_No_Ensemble,62,11.616885147094727,11.543728675842285,3.6578280448913576,3.9489083290100098,5.030756197562304,56.35091781616211,0.544370710849762,1.0,0.0
Single_Head_No_Ensemble,63,10.22684087753296,10.154546928405761,3.614700517654419,3.855867624282837,4.9560580549557525,52.58440399169922,0.5578008890151978,1.0,0.0
Single_Head_No_Ensemble,64,9.899095211029053,9.825415382385254,3.6839874267578123,3.595576763153076,4.657585208623234,47.38896560668945,0.6094589233398438,1.0,0.0
Single_Head_No_Ensemble,65,9.059898700714111,8.98675392150879,3.6572406482696533,3.8300528526306152,4.907012491443905,51.76832580566406,0.5665096640586853,1.0,0.0
Single_Head_No_Ensemble,66,9.999543018341065,9.926450843811034,3.6546051692962647,3.8522300720214844,4.9939129971100895,55.17388153076172,0.5510200262069702,1.0,0.0
Single_Head_No_Ensemble,67,10.099250812530517,10.026383228302002,3.643379497528076,3.633178472518921,4.660939562468116,51.05342102050781,0.6088962554931641,1.0,0.0
Single_Head_No_Ensemble,68,10.091639537811279,10.018440761566161,3.659935808181763,3.615401268005371,4.598835938820551,49.803958892822266,0.6192491054534912,1.0,0.0
