window_days,epoch,train_total_loss,train_mse_loss,train_contrastive_loss,validation_MAE,validation_RMSE,validation_SMAPE,validation_R2,ensemble_weight_1,ensemble_weight_2
30,1,142.61528491973877,142.54656155904135,3.4362011750539145,9.589712142944336,11.802751666429911,129.426025390625,-1.5417580604553223,0.49361225962638855,0.5063877701759338
30,2,89.14755884806316,89.07890097300212,3.4328873058160148,5.7844085693359375,7.136036406471201,61.227840423583984,0.0708586573600769,0.4914637804031372,0.5085362195968628
30,3,56.50957369804382,56.44090453783671,3.4334551095962524,5.121565818786621,6.307887138735862,55.7042350769043,0.2740018367767334,0.49232104420661926,0.5076789855957031
30,4,46.36642146110535,46.297818104426064,3.430170108874639,4.790703296661377,6.078864280635225,52.21638488769531,0.3257629871368408,0.4955604672431946,0.5044395327568054
30,5,42.05227772394816,41.98345104853312,3.441326359907786,4.703766822814941,5.987573152545201,53.45674133300781,0.3458620309829712,0.49639391899108887,0.5036060810089111
30,6,40.43413503964742,40.36391695340475,3.5108979841073356,4.554249286651611,5.816148494750481,54.58433532714844,0.38278186321258545,0.4961778223514557,0.5038221478462219
30,7,38.62700613339742,38.5556427637736,3.5681783656279245,4.4151225090026855,5.614628533893262,53.678043365478516,0.42481207847595215,0.4959074556827545,0.5040924549102783
30,8,36.123602867126465,36.052752574284874,3.542516748110453,4.353940963745117,5.524371509276849,53.406097412109375,0.4431561231613159,0.49703121185302734,0.5029687881469727
30,9,35.343337615331016,35.27243661880493,3.5450507005055747,4.13020133972168,5.259167251518377,52.917415618896484,0.49533677101135254,0.4964533746242523,0.5035466551780701
30,10,31.447133978207905,31.373316526412964,3.6908608973026276,3.9977030754089355,5.057803954693797,57.5915412902832,0.5332421064376831,0.4966371953487396,0.5033628344535828
30,11,28.432070016860962,28.357123136520386,3.747358868519465,3.815037727355957,4.772423069824956,58.93190002441406,0.5844286680221558,0.4967750310897827,0.5032249689102173
30,12,26.202555418014526,26.12841518719991,3.7070169945557914,3.680373430252075,4.542645876719789,56.81606674194336,0.6234822273254395,0.4964852035045624,0.50351482629776
30,13,24.49180543422699,24.418703118960064,3.6551238199075065,3.817986011505127,4.722089179664349,64.21329498291016,0.5931483507156372,0.4954863488674164,0.5045135617256165
30,14,23.931721607844036,23.85561458269755,3.8053687512874603,3.712085485458374,4.442674870009098,63.429115295410156,0.6398720741271973,0.4954579472541809,0.5045421123504639
30,15,22.706878940264385,22.62809654076894,3.9391160209973655,3.671218156814575,4.412976264646016,65.249267578125,0.644670844078064,0.4948815703392029,0.5051183700561523
30,16,22.420130332310993,22.343387285868328,3.8371578752994537,3.7529540061950684,4.543293279600481,67.93086242675781,0.6233749389648438,0.49424391984939575,0.5057560801506042
30,17,22.312827467918396,22.23518443107605,3.8821560740470886,3.5478312969207764,4.226195821880232,60.962188720703125,0.6741130948066711,0.49371597170829773,0.5062840580940247
30,18,21.54578498999278,21.46540566285451,4.018969664971034,4.022087574005127,4.9729324108311905,71.07113647460938,0.5487753748893738,0.4924439787864685,0.5075560212135315
30,19,20.663358171780903,20.583999117215473,3.9679390688737235,3.737032890319824,4.515911370406985,66.98731994628906,0.6279009580612183,0.49246516823768616,0.5075348019599915
30,20,20.524988333384197,20.44305658340454,4.096588323513667,3.7711896896362305,4.587317913713796,66.24751281738281,0.6160405278205872,0.49185657501220703,0.5081433653831482
30,21,20.557170629501343,20.476226687431335,4.047203441460927,3.839411497116089,4.709686062468159,67.0849838256836,0.595282793045044,0.4918743968009949,0.5081256031990051
30,22,20.504740873972576,20.42181404431661,4.1463417410850525,3.7454981803894043,4.542055072566444,66.10066223144531,0.6235801577568054,0.4914185702800751,0.5085813999176025
30,23,19.208975513776142,19.12709041436513,4.094255954027176,3.599931240081787,4.346616169883867,62.59140396118164,0.6552770137786865,0.4909290075302124,0.5090709924697876
30,24,18.7169451713562,18.635079900423687,4.093267112970352,3.8985185623168945,4.6781139753335355,69.9332275390625,0.6006908416748047,0.4912087023258209,0.5087912082672119
30,25,19.488887031873066,19.41094954808553,3.8968750834465027,3.562930107116699,4.276560644637888,61.86507797241211,0.6662994623184204,0.49079111218452454,0.5092089176177979
30,26,18.646560231844585,18.563295125961304,4.163261065880458,3.4995381832122803,4.176757698335573,60.9471435546875,0.6816929578781128,0.4902632236480713,0.5097367167472839
30,27,19.634530663490295,19.552343805631,4.109340618054072,3.562389850616455,4.277382990687581,63.44820785522461,0.6661710739135742,0.4898388087749481,0.510161280632019
30,28,18.704143683115642,18.622056484222412,4.1043583651383715,3.689207077026367,4.430106437558324,64.66154479980469,0.6419068574905396,0.4895254373550415,0.5104745626449585
30,29,18.89070192972819,18.80941657225291,4.06427534421285,3.5153045654296875,4.253674881793389,59.272430419921875,0.6698614358901978,0.48884907364845276,0.5111509561538696
30,30,18.508063038190205,18.429609338442486,3.922687033812205,3.4648873805999756,4.257122578851493,55.44729995727539,0.6693260073661804,0.48829641938209534,0.511703610420227
